物件名,住所,交通,築年数,部屋名,賃料,敷金,礼金,占有面積,間取り,所在階,向き,画像
アトラスブランズタワー三河島,東京都荒川区東日暮里6丁目1番1号,JR常磐線(上野～取手) 三河島駅 徒歩 1 分,2014年8月,アトラスブランズタワー三河島 309,"14.9万円(20,000円)",1ヶ月,1ヶ月,43m²,1LDK,3階,西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fbd185b05-bff5-4aea-abe0-c37b8306b8ca_property_picture_1930_large.jpg&width=100&height=100
アクロシティ,東京都荒川区南千住6丁目37番9号,都電荒川線 荒川区役所前駅 徒歩 6 分,1990年3月,アクロシティ E,19.9万円(-円),1ヶ月,1ヶ月,110.42m²,4LDK,2階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F801a4ff9-a8d5-4b3f-93c2-1d5efc1adfe4_property_picture_4104_large.jpg&width=100&height=100
リーデンスタワー高層棟,東京都荒川区東日暮里5丁目16番1号,JR山手線 日暮里駅 徒歩 6 分,2001年6月,リーデンスタワー 510,16.5万円(-円),2ヶ月,1ヶ月,43.45m²,1LDK,5階,西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg-dk.s3-ap-northeast-1.amazonaws.com%252Fimg%252Froom%252F4767%252F4767372%252F4767372_1.jpg&width=100&height=100
リーデンスタワー高層棟,東京都荒川区東日暮里5丁目16番1号,JR山手線 日暮里駅 徒歩 6 分,2001年6月,リーデンスタワー高層棟,"16.5万円(10,000円)",1ヶ月,1ヶ月,48.23m²,1LDK,3階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg-dk.s3-ap-northeast-1.amazonaws.com%252Fimg%252Froom%252F5286%252F5286617%252F5286617_1.jpg&width=100&height=100
マークスタワー,東京都荒川区荒川7丁目46番1号,東京メトロ千代田線 町屋駅 徒歩 1 分,2006年3月,マークスタワー,15.2万円(-円),1ヶ月,1ヶ月,39.15m²,1LDK,3階,-,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fced821ae-7f10-4beb-a31d-d6574deb74f3_property_picture_6553_large.jpg&width=100&height=100
日暮里アインスタワー,東京都荒川区東日暮里5丁目42番10号,JR京浜東北線 日暮里駅 徒歩 5 分,2005年2月,日暮里アインスタワー,"24.5万円(15,000円)",1ヶ月,1ヶ月,52.4m²,1LDK,11階,北西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F108926%252Frent%252F115945%252F1%252F2%252F5y5r.jpg&width=100&height=100
東京フロンティアシティパークアンドパークス,東京都荒川区南千住8丁目8番1号,京成本線 京成関屋駅 徒歩 8 分,2008年12月,東京フロンティアシティ アーバンフォート,"24.5万円(13,000円)",2ヶ月,1ヶ月,92.93m²,3LDK,15階,南東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F18855329-38d6-4cb1-9029-3930c3d9a648_property_picture_4104_large.jpg&width=100&height=100
東京フロンティアシティアーバンフォート,東京都荒川区南千住8丁目6番3号,京成本線 京成関屋駅 徒歩 10 分,2007年3月,東京フロンティアシティ アーバンフォート,"24.5万円(13,000円)",2ヶ月,1ヶ月,92.93m²,3LDK,15階,南東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F18855329-38d6-4cb1-9029-3930c3d9a648_property_picture_4104_large.jpg&width=100&height=100
東京フロンティアシティアーバンフォートウエストブロック,東京都荒川区南千住8丁目6番2号,京成本線 京成関屋駅 徒歩 9 分,2007年1月,東京フロンティアシティ アーバンフォート,"24.5万円(13,000円)",2ヶ月,1ヶ月,92.93m²,3LDK,15階,南東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F18855329-38d6-4cb1-9029-3930c3d9a648_property_picture_4104_large.jpg&width=100&height=100
プラウド町屋,東京都荒川区荒川4丁目9番1号,京成本線 新三河島駅 徒歩 4 分,2023年3月,プラウド町屋,27万円(-円),2ヶ月,1ヶ月,73.81m²,2LDK,14階,北西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F145713%252Frent%252F7174%252F1%252F2%252Fzt2m.jpg&width=100&height=100
サンクレール荒川ブランガーデン,東京都荒川区荒川1丁目35番1号,都電荒川線 荒川区役所前駅 徒歩 3 分,2005年1月,サンクレール荒川ブランガーデン 407,"8.4万円(8,000円)",1ヶ月,1ヶ月,27.43m²,ワンルーム,4階,北東,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fc03957f9-dbd8-438a-964d-4080897bd67a_property_picture_10294_large.jpg&width=100&height=100
サンクレール荒川ブランガーデン,東京都荒川区荒川1丁目35番1号,都電荒川線 荒川区役所前駅 徒歩 3 分,2005年1月,サンクレール荒川ブランガーデン,"8.6万円(8,000円)",1ヶ月,1ヶ月,27.43m²,ワンルーム,6階,北東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F121222%252Frent%252F226132%252F1%252F2%252Fh5mm.jpg&width=100&height=100
サンクレール荒川ブランガーデン,東京都荒川区荒川1丁目35番1号,都電荒川線 荒川区役所前駅 徒歩 3 分,2005年1月,サンクレール荒川ブランガーデン 402,"16.5万円(12,000円)",1ヶ月,2ヶ月,60.2m²,2LDK,4階,南西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F8be348ef-2ba5-45ff-8475-f554902b78a3_property_picture_10294_large.jpg&width=100&height=100
サンクレール荒川ブランガーデン,東京都荒川区荒川1丁目35番1号,都電荒川線 荒川区役所前駅 徒歩 3 分,2005年1月,サンクレール荒川ブランガーデン 402,"16.5万円(12,000円)",1ヶ月,2ヶ月,60.2m²,2LDK,8階,南西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F132062%252Frent%252F313712%252F1%252F2%252F2rff.jpg&width=100&height=100
サンクレール荒川ブランガーデン,東京都荒川区荒川1丁目35番1号,都電荒川線 荒川区役所前駅 徒歩 3 分,2005年1月,サンクレール荒川ブランガーデン,"17万円(12,000円)",1ヶ月,2ヶ月,60.2m²,2LDK,8階,南西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F142594%252Frent%252F130101%252F1%252F1%252Fhdkk.jpg&width=100&height=100
サンクレール荒川ブランガーデン,東京都荒川区荒川1丁目35番1号,都電荒川線 荒川区役所前駅 徒歩 3 分,2005年1月,サンクレール荒川ブランガーデン,"24万円(12,000円)",1ヶ月,2ヶ月,90.3m²,3LDK,18階,南西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F5ef3722b-5062-4dc1-b73a-2de8bd8faf94_property_picture_4104_large.jpg&width=100&height=100
リステージＶＩＳＴＡ,東京都荒川区東尾久8丁目8番6号,都電荒川線 熊野前駅 徒歩 3 分,2009年8月,リステージVISTA,"8.7万円(7,000円)",1ヶ月,1ヶ月,25.06m²,1K,4階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F7175f023-82de-4cad-9c4f-2c66669e3028_property_picture_4104_large.jpg&width=100&height=100
リステージＶＩＳＴＡ,東京都荒川区東尾久8丁目8番6号,都電荒川線 熊野前駅 徒歩 3 分,2009年8月,リステージＶＩＳＴＡ 707,"9.2万円(7,000円)","92,000円","92,000円",25.06m²,1K,7階,東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F121222%252Frent%252F225467%252F1%252F2%252Fgu6k.jpg&width=100&height=100
ブリリア三河島ステーションフロント,東京都荒川区荒川3丁目62番3号,JR常磐線(上野～取手) 三河島駅 徒歩 1 分,2024年10月,Ｂｒｉｌｌｉａ三河島ＳｔａｔｉｏｎＦｒｏｎｔ 802,"24.5万円(15,000円)",1ヶ月,1ヶ月,56.58m²,2LDK,8階,西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F127689%252Frent%252F165360%252F1%252F1%252Fzvaq.jpg&width=100&height=100
ブリリア三河島ステーションフロント,東京都荒川区荒川3丁目62番3号,JR常磐線(上野～取手) 三河島駅 徒歩 1 分,2024年10月,ブリリア三河島ステーションフロント 1401,"30万円(20,000円)",1ヶ月,1ヶ月,70.54m²,3LDK,14階,西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F148111%252Frent%252F103%252F1%252F1%252Fxk0o.jpg&width=100&height=100
ベリスタ都立汐入公園,東京都荒川区南千住8丁目9番21号,京成本線 京成関屋駅 徒歩 10 分,2009年2月,ベリスタ都立汐入公園,23万円(-円),1ヶ月,1ヶ月,77.68m²,3LDK,4階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F141562%252Frent%252F1654%252F1%252F2%252F42pn.jpg&width=100&height=100
レクセル日暮里,東京都荒川区西日暮里2丁目45番1号,東京メトロ千代田線 西日暮里駅 徒歩 3 分,2008年8月,レクセル日暮里,"22.5万円(15,000円)","225,000円","225,000円",65.06m²,2LDK,14階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107095%252Frent%252F116808%252F1%252F1%252Facyo.jpg&width=100&height=100
ライジングプレイス南千住,東京都荒川区南千住2丁目28番7号,JR常磐線(上野～取手) 南千住駅 徒歩 4 分,2006年11月,東京メトロ日比谷線 南千住駅 徒歩4分,"7.2万円(15,000円)",無,1ヶ月,24.8m²,1K,5階,南,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F147738%252Frent%252F3026%252F1%252F2%252Fd5kd.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 103,"12.6万円(10,000円)",1ヶ月,無,25.88m²,1DK,1階,南東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65013%252F1%252F1%252F7pxw.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 101,"12.6万円(10,000円)",1ヶ月,無,25.75m²,1DK,1階,北西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65009%252F1%252F1%252Fvkti.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 203,"12.8万円(10,000円)",1ヶ月,無,25.88m²,1DK,2階,南東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65014%252F1%252F1%252Filrb.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 201,"12.8万円(10,000円)",1ヶ月,無,25.75m²,1DK,2階,北西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65010%252F1%252F1%252Fohwi.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 303,"12.9万円(10,000円)",1ヶ月,無,25.88m²,1DK,3階,南東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65019%252F1%252F1%252Fd773.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 301,"12.9万円(10,000円)",1ヶ月,無,25.75m²,1DK,3階,北西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65015%252F1%252F1%252Fvqv1.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 403,"13万円(10,000円)",1ヶ月,無,25.88m²,1DK,4階,南東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65020%252F1%252F1%252Fr22o.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 401,"13万円(10,000円)",1ヶ月,無,25.75m²,1DK,4階,北西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65016%252F1%252F1%252Fstg6.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 102,"13.1万円(10,000円)",1ヶ月,無,26.44m²,1DK,1階,北西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65011%252F1%252F1%252Fgabi.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 202,"13.3万円(10,000円)",1ヶ月,無,26.44m²,1DK,2階,北西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65012%252F1%252F1%252Fixm4.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 802,"13.4万円(10,000円)",1ヶ月,無,25.88m²,1DK,8階,南東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65027%252F1%252F1%252Ffr6n.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 302,"13.4万円(10,000円)",1ヶ月,無,26.44m²,1DK,3階,北西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65017%252F1%252F1%252Fjm5h.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 402,"13.5万円(10,000円)",1ヶ月,無,26.44m²,1DK,4階,北西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65018%252F1%252F1%252Favux.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 1302,"13.7万円(10,000円)",1ヶ月,無,25.88m²,1DK,13階,南東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65028%252F1%252F1%252F7xtt.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 204,"23.7万円(20,000円)",1ヶ月,無,53.64m²,2LDK,2階,南東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65021%252F1%252F1%252Fhnv5.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 304,"23.8万円(20,000円)",1ヶ月,無,53.64m²,2LDK,3階,南東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65022%252F1%252F1%252Flgxt.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 404,"23.9万円(20,000円)",1ヶ月,無,53.64m²,2LDK,4階,南東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65023%252F1%252F1%252Fuw0b.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 801,"24.6万円(20,000円)",1ヶ月,無,53.64m²,2LDK,8階,北西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65024%252F1%252F1%252Favm5.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋,"24.6万円(20,000円)",1ヶ月,無,53.6m²,2LDK,8階,北西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F4af75e3a-1e05-4c73-b207-e8aec4c5a683_property_picture_4104_large.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 1303,"24.9万円(20,000円)",1ヶ月,無,53.64m²,2LDK,13階,南東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65031%252F1%252F1%252Fow7o.jpg&width=100&height=100
アジールコート町屋,東京都荒川区町屋1丁目18番,都電荒川線 荒川七丁目駅 徒歩 5 分,2025年5月,アジールコート町屋 1301,"24.9万円(20,000円)",1ヶ月,無,53.6m²,2LDK,13階,北西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65025%252F1%252F1%252Fgh38.jpg&width=100&height=100
レフィールオーブ町屋駅前,東京都荒川区荒川6丁目1番1号,東京メトロ千代田線 町屋駅 徒歩 1 分,2022年1月,レフィールオーブ町屋駅前 408,"11.1万円(12,000円)",無,無,25.13m²,1K,4階,東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F116846%252Frent%252F275988%252F1%252F1%252Ffkyv.jpg&width=100&height=100
レフィールオーブ町屋駅前,東京都荒川区荒川6丁目1番1号,東京メトロ千代田線 町屋駅 徒歩 1 分,2022年1月,レフィールオーブ町屋駅前,"11.1万円(12,000円)",無,無,25.13m²,1K,3階,東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F205613%252F1%252F1%252F4wc6.jpg&width=100&height=100
レフィールオーブ町屋駅前,東京都荒川区荒川6丁目1番1号,東京メトロ千代田線 町屋駅 徒歩 1 分,2022年1月,レフィールオーブ町屋駅前,"11.1万円(12,000円)",無,無,25.33m²,1K,4階,東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5010%252Frent%252F586172%252F1%252F1%252Feiyk.jpg&width=100&height=100
レフィールオーブ町屋駅前,東京都荒川区荒川6丁目1番1号,東京メトロ千代田線 町屋駅 徒歩 1 分,2022年1月,レフィールオーブ町屋駅前 308,"11.2万円(12,000円)",無,無,25.33m²,1K,3階,西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F103587%252Frent%252F25011%252F1%252F1%252Fxegv.jpg&width=100&height=100
レフィールオーブ町屋駅前,東京都荒川区荒川6丁目1番1号,東京メトロ千代田線 町屋駅 徒歩 1 分,2022年1月,レフィールオーブ町屋駅前,"11.6万円(12,000円)",無,無,25.13m²,1K,3階,東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F147374%252Frent%252F49234%252F1%252F1%252Ftz08.jpg&width=100&height=100
